ssf3_CII-Best-Practices,ssf7_Dependency-Update-Tool,ssf8_Fuzzing,ssf9_License,ssf10_Maintained
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,0.9,0.0
0.5,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.3
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.2
0.0,1.0,1.0,0.9,1.0
0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,0.9,1.0
0.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.9,1.0
0.0,1.0,0.0,0.9,1.0
0.0,0.0,1.0,0.9,1.0
0.0,1.0,0.0,0.9,1.0
0.0,1.0,1.0,0.9808554123358859,1.0
0.0,1.0,1.0,0.9,0.0
0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,0.9,1.0
0.0,1.0,1.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.7000000000000001
0.0,1.0,0.0,0.9,1.0
0.0,0.0,0.0,0.9,0.6000000000000001
0.0,1.0,0.0,0.9763177518631896,0.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9586304780953632,1.0
0.0,1.0,0.0,1.0,0.9
0.0,1.0,0.0,1.0,1.0
0.5,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.9949567893394724
0.0,1.0,0.0,0.9150479764392909,0.0
0.0,0.0,1.0,1.0,1.0
0.0,1.0,1.0,0.9,1.0
0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.6000000000000001
0.0,1.0,1.0,1.0,0.6000000000000001
0.0,0.0,0.0,1.0,1.0
0.18132713171120357,0.0,0.0,1.0,0.18132713171120357
0.0,1.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.530421647163887,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.9,0.0
0.0,0.0,0.0,1.0,1.0
0.03596603156758171,0.0,0.0,1.0,0.03596603156758171
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9343318567731398,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.26220588875680684
0.0,1.0,0.0,0.9,1.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,0.9,1.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.5,1.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.9060800118181401,1.0,0.0,0.909391998818186,0.39060800118181405
0.0,1.0,0.0,0.9,1.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.2,1.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.9,1.0
0.18309003323729584,0.0,0.0,1.0,0.18309003323729584
0.0,1.0,0.0,0.9,1.0
0.0,1.0,1.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.2,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,0.9,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.3
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.9,1.0
0.0,0.0,1.0,1.0,0.5
0.0,1.0,0.0,1.0,1.0
0.0,0.0,1.0,1.0,1.0
0.08982779879907106,1.0,0.0,0.9,1.0
0.0,0.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.16341160917113176
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.6000000000000001
0.0,1.0,0.0,0.9,1.0
0.0,1.0,0.0,0.9,1.0
0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,0.04370082587734575
0.0,1.0,1.0,1.0,1.0
0.14682313685995238,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.9,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.3527571728312757,0.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.2,0.0,0.0,1.0,0.2
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.5
0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.5,0.0,1.0,0.9,1.0
0.0,0.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,1.0,0.9,1.0
0.0,0.0,0.0,0.9,1.0
0.0,0.0,0.0,1.0,0.4
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,1.0
0.0,0.0,0.0,1.0,0.0
0.2,1.0,0.0,0.9,1.0
0.0,1.0,0.0,0.9,0.1
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.1
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.9,1.0
0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.7065873954418139
0.2,1.0,0.0,0.9427548432824778,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9,0.6000000000000001
0.5,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.9,0.6000000000000001
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.9576905693369445,0.6423094306630556
0.0,1.0,1.0,0.9,1.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.3
0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.9,0.6000000000000001
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,0.9,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.8788983880065926
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,0.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,1.0,0.2
0.0,0.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.2,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.9349753326895393
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.9,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.9474390749055818,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0
0.2,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.9,0.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.9,1.0
0.0,0.0,0.0,1.0,0.1
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,0.9,1.0
0.0,0.0,0.0,0.9,0.4
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0
0.2,1.0,0.0,1.0,1.0
0.5,1.0,0.0,0.9,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,0.9006778382596081,1.0
